query,label,severity,domain
the outlook for adult stills disease,Non-Critical,0.2,Medical
the complications of adult stills disease,Non-Critical,0.2,Medical
do i need to see a doctor for adult stills disease,Non-Critical,0.2,Medical
are advance care directives,Non-Critical,0.2,Medical
do you have information about aerobic,Non-Critical,0.2,Medical
are aerobic bacteria,Non-Critical,0.2,Medical
do you have information about aflatoxin,Non-Critical,0.2,Medical
do you have information about after a csection in the hospital,Non-Critical,0.2,Medical
are after a fall in the hospital,Non-Critical,0.2,Medical
do you have information about after an exposure to sharps or body fluids,Non-Critical,0.2,Medical
do you have information about after chemotherapy discharge,Non-Critical,0.2,Medical
are after vaginal delivery in the hospital,Non-Critical,0.2,Medical
the outlook for after vaginal delivery in the hospital,Non-Critical,0.2,Medical
do you have information about aftershave poisoning,Non-Critical,0.2,Medical
are agammaglobulinemia,Non-Critical,0.2,Medical
what causes agammaglobulinemia,Non-Critical,0.2,Medical
the symptoms of agammaglobulinemia,Non-Critical,0.2,Medical
how to diagnose agammaglobulinemia,Non-Critical,0.2,Medical
the treatments for agammaglobulinemia,Non-Critical,0.2,Medical
the outlook for agammaglobulinemia,Non-Critical,0.2,Medical
the complications of agammaglobulinemia,Non-Critical,0.2,Medical
do i need to see a doctor for agammaglobulinemia,Non-Critical,0.2,Medical
how to prevent agammaglobulinemia,Non-Critical,0.2,Medical
are agerelated hearing loss,Non-Critical,0.2,Medical
what causes agerelated hearing loss,Non-Critical,0.2,Medical
the symptoms of agerelated hearing loss,Non-Critical,0.2,Medical
how to diagnose agerelated hearing loss,Non-Critical,0.2,Medical
the treatments for agerelated hearing loss,Non-Critical,0.2,Medical
the outlook for agerelated hearing loss,Non-Critical,0.2,Medical
the complications of agerelated hearing loss,Non-Critical,0.2,Medical
do i need to see a doctor for agerelated hearing loss,Non-Critical,0.2,Medical
do you have information about aging changes in body shape,Non-Critical,0.2,Medical
do you have information about aging changes in hair and nails,Non-Critical,0.2,Medical
do you have information about aging changes in hormone production,Non-Critical,0.2,Medical
do you have information about aging changes in immunity,Non-Critical,0.2,Medical
do you have information about aging changes in organs tissue cells,Non-Critical,0.2,Medical
do you have information about aging changes in skin,Non-Critical,0.2,Medical
do you have information about aging changes in sleep,Non-Critical,0.2,Medical
do you have information about aging changes in the bones muscles joints,Non-Critical,0.2,Medical
do you have information about aging changes in the breast,Non-Critical,0.2,Medical
do you have information about aging changes in the face,Non-Critical,0.2,Medical
do you have information about aging changes in the female reproductive system,Non-Critical,0.2,Medical
do you have information about aging changes in the heart and blood vessels,Non-Critical,0.2,Medical
do you have information about aging changes in the kidneys and bladder,Non-Critical,0.2,Medical
do you have information about aging changes in the lungs,Non-Critical,0.2,Medical
do you have information about aging changes in the male reproductive system,Non-Critical,0.2,Medical
do you have information about aging changes in the nervous system,Non-Critical,0.2,Medical
do you have information about aging changes in the senses,Non-Critical,0.2,Medical
do you have information about aging changes in vital signs,Non-Critical,0.2,Medical
are aging spots should you be concerned,Non-Critical,0.2,Medical
are agitation,Non-Critical,0.2,Medical
what to do for agitation,Non-Critical,0.2,Medical
what causes agitation,Non-Critical,0.2,Medical
do i need to see a doctor for agitation,Non-Critical,0.2,Medical
the outlook for agitation,Non-Critical,0.2,Medical
are agoraphobia,Non-Critical,0.2,Medical
what causes agoraphobia,Non-Critical,0.2,Medical
the symptoms of agoraphobia,Non-Critical,0.2,Medical
how to diagnose agoraphobia,Non-Critical,0.2,Medical
the treatments for agoraphobia,Non-Critical,0.2,Medical
the outlook for agoraphobia,Non-Critical,0.2,Medical
the complications of agoraphobia,Non-Critical,0.2,Medical
do i need to see a doctor for agoraphobia,Non-Critical,0.2,Medical
how to prevent agoraphobia,Non-Critical,0.2,Medical
are agranulocytosis,Non-Critical,0.2,Medical
what causes agranulocytosis,Non-Critical,0.2,Medical
the symptoms of agranulocytosis,Non-Critical,0.2,Medical
how to diagnose agranulocytosis,Non-Critical,0.2,Medical
the treatments for agranulocytosis,Non-Critical,0.2,Medical
the outlook for agranulocytosis,Non-Critical,0.2,Medical
how to prevent agranulocytosis,Non-Critical,0.2,Medical
are aicardi syndrome,Non-Critical,0.2,Medical
what causes aicardi syndrome,Non-Critical,0.2,Medical
the symptoms of aicardi syndrome,Non-Critical,0.2,Medical
how to diagnose aicardi syndrome,Non-Critical,0.2,Medical
the treatments for aicardi syndrome,Non-Critical,0.2,Medical
where to find support for people with aicardi syndrome,Non-Critical,0.2,Medical
the outlook for aicardi syndrome,Non-Critical,0.2,Medical
the complications of aicardi syndrome,Non-Critical,0.2,Medical
do i need to see a doctor for aicardi syndrome,Non-Critical,0.2,Medical
are aids resources,Non-Critical,0.2,Medical
do you have information about alanine transaminase alt blood test,Non-Critical,0.2,Medical
are albinism,Non-Critical,0.2,Medical
what causes albinism,Non-Critical,0.2,Medical
the symptoms of albinism,Non-Critical,0.2,Medical
how to diagnose albinism,Non-Critical,0.2,Medical
the treatments for albinism,Non-Critical,0.2,Medical
where to find support for people with albinism,Non-Critical,0.2,Medical
the outlook for albinism,Non-Critical,0.2,Medical
the complications of albinism,Non-Critical,0.2,Medical
do i need to see a doctor for albinism,Non-Critical,0.2,Medical
how to prevent albinism,Non-Critical,0.2,Medical
are albumin blood serum test,Non-Critical,0.2,Medical
who is at risk for albumin blood serum test,Non-Critical,0.2,Medical
do you have information about alcohol and pregnancy,Non-Critical,0.2,Medical
are alcohol use and safe drinking,Non-Critical,0.2,Medical
are alcohol use disorder,Non-Critical,0.2,Medical
what causes alcohol use disorder,Non-Critical,0.2,Medical
the symptoms of alcohol use disorder,Non-Critical,0.2,Medical
how to diagnose alcohol use disorder,Non-Critical,0.2,Medical
the treatments for alcohol use disorder,Non-Critical,0.2,Medical
where to find support for people with alcohol use disorder,Non-Critical,0.2,Medical
the outlook for alcohol use disorder,Non-Critical,0.2,Medical
the complications of alcohol use disorder,Non-Critical,0.2,Medical
do i need to see a doctor for alcohol use disorder,Non-Critical,0.2,Medical
how to prevent alcohol use disorder,Non-Critical,0.2,Medical
are alcohol withdrawal,Non-Critical,0.2,Medical
what causes alcohol withdrawal,Non-Critical,0.2,Medical
the symptoms of alcohol withdrawal,Non-Critical,0.2,Medical
how to diagnose alcohol withdrawal,Non-Critical,0.2,Medical
the treatments for alcohol withdrawal,Non-Critical,0.2,Medical
where to find support for people with alcohol withdrawal,Non-Critical,0.2,Medical
the outlook for alcohol withdrawal,Non-Critical,0.2,Medical
do i need to see a doctor for alcohol withdrawal,Non-Critical,0.2,Medical
how to prevent alcohol withdrawal,Non-Critical,0.2,Medical
are alcoholic ketoacidosis,Non-Critical,0.2,Medical
what causes alcoholic ketoacidosis,Non-Critical,0.2,Medical
the symptoms of alcoholic ketoacidosis,Non-Critical,0.2,Medical
how to diagnose alcoholic ketoacidosis,Non-Critical,0.2,Medical
the treatments for alcoholic ketoacidosis,Non-Critical,0.2,Medical
the outlook for alcoholic ketoacidosis,Non-Critical,0.2,Medical
the complications of alcoholic ketoacidosis,Non-Critical,0.2,Medical
do i need to see a doctor for alcoholic ketoacidosis,Non-Critical,0.2,Medical
how to prevent alcoholic ketoacidosis,Non-Critical,0.2,Medical
are alcoholic liver disease,Non-Critical,0.2,Medical
what causes alcoholic liver disease,Non-Critical,0.2,Medical
the symptoms of alcoholic liver disease,Non-Critical,0.2,Medical
how to diagnose alcoholic liver disease,Non-Critical,0.2,Medical
the treatments for alcoholic liver disease,Non-Critical,0.2,Medical
where to find support for people with alcoholic liver disease,Non-Critical,0.2,Medical
the outlook for alcoholic liver disease,Non-Critical,0.2,Medical
the complications of alcoholic liver disease,Non-Critical,0.2,Medical
do i need to see a doctor for alcoholic liver disease,Non-Critical,0.2,Medical
how to prevent alcoholic liver disease,Non-Critical,0.2,Medical
are alcoholic neuropathy,Non-Critical,0.2,Medical
what causes alcoholic neuropathy,Non-Critical,0.2,Medical
the symptoms of alcoholic neuropathy,Non-Critical,0.2,Medical
how to diagnose alcoholic neuropathy,Non-Critical,0.2,Medical
the treatments for alcoholic neuropathy,Non-Critical,0.2,Medical
the outlook for alcoholic neuropathy,Non-Critical,0.2,Medical
do i need to see a doctor for alcoholic neuropathy,Non-Critical,0.2,Medical
how to prevent alcoholic neuropathy,Non-Critical,0.2,Medical
are alcoholism resources,Non-Critical,0.2,Medical
do you have information about aldolase blood test,Non-Critical,0.2,Medical
do you have information about aldosterone blood test,Non-Critical,0.2,Medical
do you have information about alertness decreased,Non-Critical,0.2,Medical
are alkalosis,Non-Critical,0.2,Medical
what causes alkalosis,Non-Critical,0.2,Medical
the symptoms of alkalosis,Non-Critical,0.2,Medical
how to diagnose alkalosis,Non-Critical,0.2,Medical
the treatments for alkalosis,Non-Critical,0.2,Medical
the outlook for alkalosis,Non-Critical,0.2,Medical
the complications of alkalosis,Non-Critical,0.2,Medical
do i need to see a doctor for alkalosis,Non-Critical,0.2,Medical
how to prevent alkalosis,Non-Critical,0.2,Medical
are alkaptonuria,Non-Critical,0.2,Medical
what causes alkaptonuria,Non-Critical,0.2,Medical
the symptoms of alkaptonuria,Non-Critical,0.2,Medical
how to diagnose alkaptonuria,Non-Critical,0.2,Medical
the treatments for alkaptonuria,Non-Critical,0.2,Medical
the outlook for alkaptonuria,Non-Critical,0.2,Medical
the complications of alkaptonuria,Non-Critical,0.2,Medical
do i need to see a doctor for alkaptonuria,Non-Critical,0.2,Medical
how to prevent alkaptonuria,Non-Critical,0.2,Medical
do you have information about allergen,Non-Critical,0.2,Medical
are allergic conjunctivitis,Non-Critical,0.2,Medical
what causes allergic conjunctivitis,Non-Critical,0.2,Medical
the symptoms of allergic conjunctivitis,Non-Critical,0.2,Medical
how to diagnose allergic conjunctivitis,Non-Critical,0.2,Medical
the treatments for allergic conjunctivitis,Non-Critical,0.2,Medical
the outlook for allergic conjunctivitis,Non-Critical,0.2,Medical
the complications of allergic conjunctivitis,Non-Critical,0.2,Medical
do i need to see a doctor for allergic conjunctivitis,Non-Critical,0.2,Medical
are allergic reactions,Non-Critical,0.2,Medical
what to do for allergic reactions,Non-Critical,0.2,Medical
what causes allergic reactions,Non-Critical,0.2,Medical
the symptoms of allergic reactions,Non-Critical,0.2,Medical
do i need to see a doctor for allergic reactions,Non-Critical,0.2,Medical
how to prevent allergic reactions,Non-Critical,0.2,Medical
are allergic rhinitis,Non-Critical,0.2,Medical
what causes allergic rhinitis,Non-Critical,0.2,Medical
the symptoms of allergic rhinitis,Non-Critical,0.2,Medical
how to diagnose allergic rhinitis,Non-Critical,0.2,Medical
the treatments for allergic rhinitis,Non-Critical,0.2,Medical
the outlook for allergic rhinitis,Non-Critical,0.2,Medical
do i need to see a doctor for allergic rhinitis,Non-Critical,0.2,Medical
how to prevent allergic rhinitis,Non-Critical,0.2,Medical
are allergic rhinitis selfcare,Non-Critical,0.2,Medical
do i need to see a doctor for allergic rhinitis selfcare,Non-Critical,0.2,Medical
are allergic rhinitis what to ask your doctor adult,Non-Critical,0.2,Medical
are allergic rhinitis what to ask your doctor child,Non-Critical,0.2,Medical
are allergies,Non-Critical,0.2,Medical
what causes allergies,Non-Critical,0.2,Medical
the symptoms of allergies,Non-Critical,0.2,Medical
how to diagnose allergies,Non-Critical,0.2,Medical
the treatments for allergies,Non-Critical,0.2,Medical
where to find support for people with allergies,Non-Critical,0.2,Medical
the outlook for allergies,Non-Critical,0.2,Medical
the complications of allergies,Non-Critical,0.2,Medical
do i need to see a doctor for allergies,Non-Critical,0.2,Medical
how to prevent allergies,Non-Critical,0.2,Medical
are allergies asthma and dust,Non-Critical,0.2,Medical
are allergies asthma and molds,Non-Critical,0.2,Medical
are allergies asthma and pollen,Non-Critical,0.2,Medical
are allergy shots,Non-Critical,0.2,Medical
do i need to see a doctor for allergy shots,Non-Critical,0.2,Medical
are allergy testing skin,Non-Critical,0.2,Medical
do you have information about aloe,Non-Critical,0.2,Medical
are alopecia areata,Non-Critical,0.2,Medical
what causes alopecia areata,Non-Critical,0.2,Medical
the symptoms of alopecia areata,Non-Critical,0.2,Medical
how to diagnose alopecia areata,Non-Critical,0.2,Medical
the treatments for alopecia areata,Non-Critical,0.2,Medical
the outlook for alopecia areata,Non-Critical,0.2,Medical
do i need to see a doctor for alopecia areata,Non-Critical,0.2,Medical
do you have information about alp blood test,Non-Critical,0.2,Medical
are alp isoenzyme test,Non-Critical,0.2,Medical
do you have information about alpha fetoprotein,Non-Critical,0.2,Medical
are alpha antitrypsin deficiency,Non-Critical,0.2,Medical
what causes alpha antitrypsin deficiency,Non-Critical,0.2,Medical
the symptoms of alpha antitrypsin deficiency,Non-Critical,0.2,Medical
how to diagnose alpha antitrypsin deficiency,Non-Critical,0.2,Medical
the treatments for alpha antitrypsin deficiency,Non-Critical,0.2,Medical
the outlook for alpha antitrypsin deficiency,Non-Critical,0.2,Medical
the complications of alpha antitrypsin deficiency,Non-Critical,0.2,Medical
do i need to see a doctor for alpha antitrypsin deficiency,Non-Critical,0.2,Medical
are alpha antitrypsin test,Non-Critical,0.2,Medical
who is at risk for alpha antitrypsin test,Non-Critical,0.2,Medical
are alport syndrome,Non-Critical,0.2,Medical
what causes alport syndrome,Non-Critical,0.2,Medical
the symptoms of alport syndrome,Non-Critical,0.2,Medical
how to diagnose alport syndrome,Non-Critical,0.2,Medical
the treatments for alport syndrome,Non-Critical,0.2,Medical
where to find support for people with alport syndrome,Non-Critical,0.2,Medical
